HKWorkoutActivityTypeSwimming,52.86209511756897,min,2021-09-25 08:48:29 +0800,2021-09-25 07:55:36 +0800,2021-09-25 08:48:28 +0800
HKWorkoutActivityTypeSwimming,14.33410098354022,min,2021-09-25 18:05:57 +0800,2021-09-25 17:51:37 +0800,2021-09-25 18:05:57 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,28.87402926683426,min,2021-09-27 09:03:07 +0800,2021-09-27 08:34:14 +0800,2021-09-27 09:03:06 +0800
HKWorkoutActivityTypeSoccer,98.8722701827685,min,2021-09-27 20:30:40 +0800,2021-09-27 18:51:46 +0800,2021-09-27 20:30:39 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,26.88401495019595,min,2021-09-29 08:59:39 +0800,2021-09-29 08:32:46 +0800,2021-09-29 08:59:39 +0800
HKWorkoutActivityTypeSwimming,52.86770790020625,min,2021-10-01 08:45:16 +0800,2021-10-01 07:52:24 +0800,2021-10-01 08:45:16 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,32.87622681657474,min,2021-10-02 22:21:58 +0800,2021-10-02 21:49:05 +0800,2021-10-02 22:21:57 +0800
HKWorkoutActivityTypeSwimming,75.86850479841232,min,2021-10-03 17:15:37 +0800,2021-10-03 15:59:45 +0800,2021-10-03 17:15:37 +0800
HKWorkoutActivityTypeHighIntensityIntervalTraining,32.87115253210068,min,2021-10-05 22:27:34 +0800,2021-10-05 21:54:41 +0800,2021-10-05 22:27:34 +0800
HKWorkoutActivityTypeSurfingSports,32.12799150149028,min,2021-10-06 11:46:34 +0800,2021-10-06 11:14:26 +0800,2021-10-06 11:46:34 +0800
HKWorkoutActivityTypeSurfingSports,60.51253521641095,min,2021-10-06 17:35:52 +0800,2021-10-06 16:35:21 +0800,2021-10-06 17:35:52 +0800
HKWorkoutActivityTypeSurfingSports,86.14907520016034,min,2021-10-07 12:16:42 +0800,2021-10-07 10:50:32 +0800,2021-10-07 12:16:41 +0800
